pcode,year,month,seasonal_precip_prob_below_lead1,seasonal_precip_prob_near_lead1,seasonal_precip_prob_above_lead1,seasonal_target_season_lead1,seasonal_overlaps_kiremt_lead1,seasonal_overlaps_belg_lead1,seasonal_overlaps_gu_lead1,seasonal_overlaps_deyr_lead1,seasonal_source_lead1,seasonal_precip_prob_below_lead3,seasonal_precip_prob_near_lead3,seasonal_precip_prob_above_lead3,seasonal_target_season_lead3,seasonal_overlaps_kiremt_lead3,seasonal_overlaps_belg_lead3,seasonal_overlaps_gu_lead3,seasonal_overlaps_deyr_lead3,seasonal_source_lead3
ET0501,2021,10,37.25956800665739,33.35148304304847,29.38894890464406,ndj,False,False,False,True,nmme_elr,38.603671916644316,33.075116111150514,28.321211982073333,jfm,False,True,False,False,nmme_elr
ET0501,2021,11,41.063594724244396,33.07982484477324,25.85658044943991,djf,False,True,False,True,nmme_elr,39.82216985628442,33.55735016879414,26.620479974556474,fma,False,True,True,False,nmme_elr
ET0501,2021,12,43.10519662143118,32.092982809541915,24.801820569022503,jfm,False,True,False,False,nmme_elr,33.60030509602436,33.70157555793997,32.698119322155996,mam,False,True,True,False,nmme_elr
ET0501,2022,1,35.24579754449461,33.48281469399934,31.271387763070074,fma,False,True,True,False,nmme_elr,31.398016072296237,33.212207354292445,35.38977657731668,amj,True,True,True,False,nmme_elr
ET0501,2022,2,33.834702743942216,33.356369873190374,32.80892738754514,mam,False,True,True,False,nmme_elr,25.586003297300437,30.96033681365124,43.453659878230894,mjj,True,True,True,False,nmme_elr
ET0501,2022,3,33.440206249656974,33.572470061558136,32.98732365539163,amj,True,True,True,False,nmme_elr,18.865408545627034,25.00540612814182,56.1291853905374,jja,True,False,True,False,nmme_elr
ET0501,2022,4,24.494287589906335,30.0378634982823,45.467848951921596,mjj,True,True,True,False,nmme_elr,15.078936746835987,22.919800202679127,62.00126306994513,jas,True,False,False,False,nmme_elr
ET0501,2022,5,15.393533743650321,23.461000366850286,61.145466051520984,jja,True,False,True,False,nmme_elr,28.316562769540653,31.634186478212445,40.04925063361003,aso,True,False,False,True,nmme_elr
ET0501,2022,6,15.343347900627005,24.657872130980575,59.99878006942586,jas,True,False,False,False,nmme_elr,33.478998548211806,33.49045348237891,33.03054796792195,son,True,False,False,True,nmme_elr
ET0501,2022,7,29.22677045877593,31.521027205430233,39.252202379233225,aso,True,False,False,True,nmme_elr,37.388890082094164,33.586802626347264,29.02430729178109,ond,False,False,False,True,nmme_elr
ET0501,2022,8,30.74886766017743,32.844303078130814,36.40682924350516,son,True,False,False,True,nmme_elr,38.508884441500044,33.497542702207284,27.993572872437355,ndj,False,False,False,True,nmme_elr
ET0501,2022,9,32.85568418738245,33.05116238216358,34.09315341204358,ond,False,False,False,True,nmme_elr,41.08768636513163,34.59685194159388,24.315461684734345,djf,False,True,False,True,nmme_elr
ET0501,2022,10,36.11035175261113,33.97706032692868,29.912587920227907,ndj,False,False,False,True,nmme_elr,33.369143350243206,34.12063678267034,32.51021982613217,jfm,False,True,False,False,nmme_elr
ET0501,2022,11,29.009329023614278,34.62803233995301,36.36263862420701,djf,False,True,False,True,nmme_elr,31.156428386253438,34.26473397365793,34.57883762696176,fma,False,True,True,False,nmme_elr
ET0501,2022,12,37.12295066589525,34.05144376230659,28.825605503951664,jfm,False,True,False,False,nmme_elr,34.27022453062537,33.454210018789674,32.27556545026809,mam,False,True,True,False,nmme_elr
ET0501,2023,1,32.870808777314224,33.655312725386324,33.47387850073077,fma,False,True,True,False,nmme_elr,30.34165143947512,33.152774461878415,36.50557422608188,amj,True,True,True,False,nmme_elr
ET0501,2023,2,32.91347718361792,33.61302360514119,33.47349921139541,mam,False,True,True,False,nmme_elr,32.442537578022566,33.689095234251695,33.86836718244785,mjj,True,True,True,False,nmme_elr
ET0501,2023,3,29.125562917265082,32.75055023787729,38.12388664848265,amj,True,True,True,False,nmme_elr,33.00514729161938,33.6078525419409,33.38700015324235,jja,True,False,True,False,nmme_elr
ET0501,2023,4,29.81970941341656,33.2164896986933,36.96380090997054,mjj,True,True,True,False,nmme_elr,32.11403735266641,35.06514896000101,32.82081351349956,jas,True,False,False,False,nmme_elr
ET0501,2023,5,41.014162200687,32.83661606258373,26.14922169273739,jja,True,False,True,False,nmme_elr,33.099115074852506,33.33285233367192,33.56803259188742,aso,True,False,False,True,nmme_elr
ET0501,2023,6,33.45073733934133,35.88900386249877,30.66025870445858,jas,True,False,False,False,nmme_elr,29.5284836809911,32.796633231505766,37.67488315018051,son,True,False,False,True,nmme_elr
ET0501,2023,7,35.0632643100255,33.1079547917291,31.82878092960447,aso,True,False,False,True,nmme_elr,28.768492515444702,32.27192324030504,38.95958440225718,ond,False,False,False,True,nmme_elr
ET0501,2023,8,31.275167792587887,32.6118189877144,36.1130132246944,son,True,False,False,True,nmme_elr,23.804042782470837,28.140122697552968,48.05583443111939,ndj,False,False,False,True,nmme_elr
ET0501,2023,9,25.287093537796046,32.223889552760824,42.48901728593525,ond,False,False,False,True,nmme_elr,24.08389287851957,26.27154741185217,49.64455937170506,djf,False,True,False,True,nmme_elr
ET0501,2023,10,24.890042072263416,26.901919892251925,48.20803806953795,ndj,False,False,False,True,nmme_elr,24.88064008917157,29.084385826978686,46.03497403391944,jfm,False,True,False,False,nmme_elr
ET0501,2023,11,21.955018551117597,26.61599452416332,51.428986629244065,djf,False,True,False,True,nmme_elr,30.355931786161968,31.854331611578402,37.7897367617265,fma,False,True,True,False,nmme_elr
ET0501,2023,12,28.98816644259153,30.74737666955277,40.26445655668519,jfm,False,True,False,False,nmme_elr,33.734053820263256,33.55716406652404,32.708782114524155,mam,False,True,True,False,nmme_elr
ET0501,2024,1,31.024971372685954,32.92682577166523,36.048202888753885,fma,False,True,True,False,nmme_elr,35.73456031620133,33.272999265269625,30.992440430775833,amj,True,True,True,False,nmme_elr
ET0501,2024,2,32.60728439194884,33.50518954369145,33.88752608135506,mam,False,True,True,False,nmme_elr,27.75399961522203,31.110151873665643,41.135848561583416,mjj,True,True,True,False,nmme_elr
ET0501,2024,3,33.99210355816111,33.448809518150995,32.55908692403262,amj,True,True,True,False,nmme_elr,27.48192527941233,26.645418589387578,45.87265597463782,jja,True,False,True,False,nmme_elr
ET0501,2024,4,27.442464158589658,30.754313917257356,41.80322200910233,mjj,True,True,True,False,nmme_elr,17.74613013780442,22.910520093277178,59.34335004447988,jas,True,False,False,False,nmme_elr
ET0501,2024,5,15.227573250804788,25.0227753786771,59.74965159918089,jja,True,False,True,False,nmme_elr,28.345060207555782,30.893612258358132,40.76132727903583,aso,True,False,False,True,nmme_elr
ET0501,2024,6,14.064484830368778,22.620316931214848,63.315197841172385,jas,True,False,False,False,nmme_elr,33.6605321857535,33.48959903150074,32.84986877369849,son,True,False,False,True,nmme_elr
ET0501,2024,7,26.82584089263945,29.953892692237424,43.220266143307384,aso,True,False,False,True,nmme_elr,38.37078149123968,33.50813124394327,28.12108726830027,ond,False,False,False,True,nmme_elr
ET0501,2024,8,31.02095341282247,32.89424953844201,36.08479707817706,son,True,False,False,True,nmme_elr,41.924944111383624,33.293334669125294,24.78172121642553,ndj,False,False,False,True,nmme_elr
ET0501,2024,9,37.53008809140769,33.83560115042322,28.634310757356353,ond,False,False,False,True,nmme_elr,44.80535386678221,33.56224981306569,21.632396320771555,djf,False,True,False,True,nmme_elr
ET0501,2024,10,38.637175388891265,33.47324735990228,27.889577255750453,ndj,False,False,False,True,nmme_elr,37.86360014554174,33.982290758365444,28.154109096394386,jfm,False,True,False,False,nmme_elr
ET0501,2024,11,40.87233048487147,34.27208457107006,24.85558494011061,djf,False,True,False,True,nmme_elr,41.70783724190215,32.391705700901014,25.900457057017068,fma,False,True,True,False,nmme_elr
ET0501,2024,12,43.15636149634609,33.36712677143145,23.476511732393675,jfm,False,True,False,False,nmme_elr,35.853104942753646,33.66986034953124,30.477034702894986,mam,False,True,True,False,nmme_elr
ET0501,2025,1,32.59863704669749,32.724941235361555,34.67642176604273,fma,False,True,True,False,nmme_elr,37.60648391393934,33.06823120942155,29.32528487774257,amj,True,True,True,False,nmme_elr
ET0501,2025,2,32.805507981711074,33.36023296355021,33.834259083724284,mam,False,True,True,False,nmme_elr,26.45294896554082,31.373385180951466,42.17366613695367,mjj,True,True,True,False,nmme_elr
ET0501,2025,3,34.526703054460796,33.31536229138953,32.15793472203543,amj,True,True,True,False,nmme_elr,25.578276881138205,29.20657599498685,45.21514697654068,jja,True,False,True,False,nmme_elr
ET0501,2025,4,29.27660193155914,33.08264006773935,37.64075798528259,mjj,True,True,True,False,nmme_elr,16.41791726818816,25.067734575362255,58.514348066186955,jas,True,False,False,False,nmme_elr
ET0501,2025,5,18.43249101077009,26.61162418308347,54.95588483347717,jja,True,False,True,False,nmme_elr,26.44882581274671,30.991758949893352,42.55941491524584,aso,True,False,False,True,nmme_elr
ET0501,2025,6,24.329007360459293,31.185433465922955,44.48555947678684,jas,True,False,False,False,nmme_elr,35.13651960271062,33.563128295014856,31.300352105082716,son,True,False,False,True,nmme_elr
ET0501,2025,7,27.621141136501322,32.095978155828476,40.282880785437825,aso,True,False,False,True,nmme_elr,35.176076959898644,33.396112366624806,31.427810678698975,ond,False,False,False,True,nmme_elr
ET0501,2025,8,30.250835274035254,32.87683604405565,36.87232861565329,son,True,False,False,True,nmme_elr,36.91355277389364,34.216854397827184,28.869592835262907,ndj,False,False,False,True,nmme_elr
ET0501,2025,9,34.60970889421883,34.63781708816525,30.752474026045917,ond,False,False,False,True,nmme_elr,36.31591405723872,35.94326011162432,27.74082582909123,djf,False,True,False,True,nmme_elr
ET0501,2025,10,35.84271762101159,33.75963968613279,30.39764269285547,ndj,False,False,False,True,nmme_elr,35.56614453727535,33.9960365014888,30.437818961602673,jfm,False,True,False,False,nmme_elr
ET0501,2025,11,32.70498222392362,32.36939193600021,34.92562578936362,djf,False,True,False,True,nmme_elr,35.75212002176286,33.720235416890546,30.52764454712276,fma,False,True,True,False,nmme_elr
ET0501,2025,12,37.311869993261396,34.38910680951463,28.299023197166278,jfm,False,True,False,False,nmme_elr,32.25869331248397,34.007060254144854,33.7342464261769,mam,False,True,True,False,nmme_elr
ET0501,2026,1,32.65588113326464,33.40672028026498,33.93739853643352,fma,False,True,True,False,nmme_elr,29.936448602434854,32.22850915040714,37.835042424495875,amj,True,True,True,False,nmme_elr
ET0501,2026,2,33.06827992423254,33.445063735301154,33.486656337183675,mam,False,True,True,False,nmme_elr,33.84231970457709,33.60465324134706,32.55302705860605,mjj,True,True,True,False,nmme_elr
ET0501,2026,3,34.75807907046781,32.72291978635932,32.519001116887054,amj,True,True,True,False,nmme_elr,37.1904513285115,32.932466088664555,29.877082581102663,jja,True,False,True,False,nmme_elr
ET0501,2026,4,31.59437857766193,33.4308723889689,34.9747490130881,mjj,True,True,True,False,nmme_elr,46.83112596281445,31.03184169209942,22.13703233992282,jas,True,False,False,False,nmme_elr
ET0501,2026,5,47.73443796189764,31.189850059471862,21.075711979260507,jja,True,False,True,False,nmme_elr,33.25769369150639,33.13363399752381,33.60867232105004,aso,True,False,False,True,nmme_elr
ET0501,2026,6,56.58544897859089,26.920684331199013,16.49386669021942,jas,True,False,False,False,nmme_elr,26.12278658054614,29.45068399694609,44.426529265529545,son,True,False,False,True,nmme_elr
ET0501,2026,7,32.63793208390145,32.9654268641699,34.39664106438529,aso,True,False,False,True,nmme_elr,25.688736930549506,30.964151536805353,43.34711183716129,ond,False,False,False,True,nmme_elr
ET0501,2026,8,,,,son,True,False,False,True,,,,,ndj,False,False,False,True,
ET0501,2026,9,,,,ond,False,False,False,True,,,,,djf,False,True,False,True,
ET0501,2026,10,,,,ndj,False,False,False,True,,,,,jfm,False,True,False,False,
ET0501,2026,11,,,,djf,False,True,False,True,,,,,fma,False,True,True,False,
ET0501,2026,12,,,,jfm,False,True,False,False,,,,,mam,False,True,True,False,
ET0502,2009,1,39.58100312165994,34.880286606188555,25.478853575245786,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2009,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2009,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,25.0,35.0,40.0,jja,True,False,True,False,legacy_two_tier
ET0502,2009,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,25.0,35.0,40.0,jas,True,False,False,False,legacy_two_tier
ET0502,2009,5,32.521146424754214,33.119713393811445,33.41899687834006,jja,True,False,True,False,legacy_two_tier,25.0,35.0,40.0,aso,True,False,False,True,legacy_two_tier
ET0502,2009,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2009,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,25.168893744194413,34.9577765639514,39.852217973829895,ond,False,False,False,True,legacy_two_tier
ET0502,2009,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,25.0,35.0,40.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2009,9,20.105558590121507,35.0,44.894441409878496,ond,False,False,False,True,legacy_two_tier,25.0,35.0,40.0,djf,False,True,False,True,legacy_two_tier
ET0502,2009,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2009,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2009,12,32.521146424754214,33.119713393811445,33.41899687834006,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2010,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2010,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2010,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,32.6833552543649,33.079161186408776,33.27706415243071,jja,True,False,True,False,legacy_two_tier
ET0502,2010,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0502,2010,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0502,2010,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2010,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,39.852217973829895,34.9577765639514,25.168893744194413,ond,False,False,False,True,legacy_two_tier
ET0502,2010,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,40.0,35.0,25.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2010,9,39.852217973829895,34.9577765639514,25.168893744194413,ond,False,False,False,True,legacy_two_tier,40.0,35.0,25.0,djf,False,True,False,True,legacy_two_tier
ET0502,2010,10,50.0,35.0,15.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2010,11,45.0,35.0,20.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2010,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2011,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2011,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2011,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,32.6833552543649,33.079161186408776,33.27706415243071,jja,True,False,True,False,legacy_two_tier
ET0502,2011,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0502,2011,5,25.0,35.0,40.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0502,2011,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2011,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0502,2011,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2011,9,39.852217973829895,34.9577765639514,25.168893744194413,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0502,2011,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2011,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2011,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2012,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2012,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2012,3,30.11874177961316,39.72293584756929,30.11874177961316,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0502,2012,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0502,2012,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0502,2012,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2012,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0502,2012,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2012,9,20.0,35.0,45.00000000000001,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0502,2012,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2012,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2012,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2013,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2013,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2013,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0502,2013,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0502,2013,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0502,2013,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2013,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0502,2013,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2013,9,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0502,2013,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2013,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2013,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2014,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2014,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2014,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0502,2014,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,39.58100312165994,34.880286606188555,25.478853575245786,jas,True,False,False,False,legacy_two_tier
ET0502,2014,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0502,2014,6,39.58100312165994,34.880286606188555,25.478853575245786,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2014,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0502,2014,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2014,9,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0502,2014,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2014,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2014,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2015,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2015,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2015,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0502,2015,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0502,2015,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0502,2015,6,39.72293584756929,34.920838813591224,25.316644745635102,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2015,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,25.000000000000004,35.0,40.0,ond,False,False,False,True,legacy_two_tier
ET0502,2015,8,25.0,35.0,40.0,son,True,False,False,True,legacy_two_tier,25.0,35.0,40.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2015,9,5.105558590121507,25.000000000000004,69.8944414098785,ond,False,False,False,True,legacy_two_tier,25.0,35.0,40.0,djf,False,True,False,True,legacy_two_tier
ET0502,2015,10,15.0,35.0,50.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2015,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2015,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2016,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2016,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0502,2016,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0502,2016,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0502,2016,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0502,2016,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0502,2016,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0502,2016,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0502,2016,9,40.0,35.0,25.000000000000004,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0502,2016,10,40.0,35.0,25.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0502,2016,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0502,2016,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0502,2017,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0502,2017,2,34.68778214379535,31.33649904204807,33.97571886951372,mam,False,True,True,False,nmme_elr,32.345984257435155,30.679568287842116,36.97444749808269,mjj,True,True,True,False,nmme_elr
ET0502,2017,3,34.00659917468077,31.919888058518254,34.07351282911035,amj,True,True,True,False,nmme_elr,34.12203283460098,31.50943807305744,34.36852901014777,jja,True,False,True,False,nmme_elr
ET0502,2017,4,34.71660880316667,30.922632134092357,34.36075898661075,mjj,True,True,True,False,nmme_elr,33.20019178408628,31.127212978265103,35.6725953460485,jas,True,False,False,False,nmme_elr
ET0502,2017,5,31.492676267599318,31.192442711464096,37.31488092846853,jja,True,False,True,False,nmme_elr,40.71428588614816,28.382441166414704,30.90327272591608,aso,True,False,False,True,nmme_elr
ET0502,2017,6,34.35452196979266,31.58771527541066,34.057762783634416,jas,True,False,False,False,nmme_elr,33.710453535502886,31.010513119039665,35.27903327173019,son,True,False,False,True,nmme_elr
ET0502,2017,7,36.54640659503252,30.055723679643073,33.397869790819335,aso,True,False,False,True,nmme_elr,30.303916554768943,28.4996067126806,41.19647691390766,ond,False,False,False,True,nmme_elr
